Plant,Temperature,Minimum Humidity,Maximum Humidity, Minimum Soil Moisture,Maximum Soil Moisture,Minimum pH Level,Maximum pH Level,Disease/Pest
Rice crops,30,0.69,0.88,0.3,0.7,5.5,7.5,"Green Leafhopper, Nephotettix malayanus"
Rice crops,24,0.77,0.92,0.15,0.6,5.5,8,"Green Leafhopper, Nephotettix nigropictus"
Rice crops,25,0.77,0.92,0.15,0.6,5.5,8,"Green Leafhopper, Nephotettix nigropictus"
Rice crops,26,0.77,0.92,0.15,0.6,5.5,8,"Green Leafhopper, Nephotettix nigropictus"
Rice crops,27,0.77,0.92,0.15,0.6,5.5,8,"Green Leafhopper, Nephotettix nigropictus"
Rice crops,28,0.77,0.92,0.15,0.6,5.5,8,"Green Leafhopper, Nephotettix nigropictus"
Rice crops,29,0.77,0.92,0.15,0.6,5.5,8,"Green Leafhopper, Nephotettix nigropictus"
Rice crops,30,0.77,0.92,0.15,0.6,5.5,8,"Green Leafhopper, Nephotettix nigropictus"
Rice crops,16,0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens"
Rice crops,17,0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens"
Rice crops,18,0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens"
Rice crops,19,0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens"
Rice crops,20,0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens"
Rice crops,21,0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens"
Rice crops,22,0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens"
Rice crops,23,0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens"
Rice crops,24,0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens"
Rice crops,25,0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens"
Rice crops,26,0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens"
Rice crops,27,0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens"
Rice crops,28,0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens"
Rice crops,29,0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens"
Rice crops,30,0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens"
Rice crops,31,0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens"
Rice crops,32,0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens"
Rice crops,20,0.85,1,0.4,0.5,5.5,7,Rice Stripe Virus Disease (RSVD)
Rice crops,21,0.85,1,0.4,0.5,5.5,7,Rice Stripe Virus Disease (RSVD)
Rice crops,22,0.85,1,0.4,0.5,5.5,7,Rice Stripe Virus Disease (RSVD)
Rice crops,23,0.85,1,0.4,0.5,5.5,7,Rice Stripe Virus Disease (RSVD)
Rice crops,24,0.85,1,0.4,0.5,5.5,7,Rice Stripe Virus Disease (RSVD)
Rice crops,25,0.85,1,0.4,0.5,5.5,7,Rice Stripe Virus Disease (RSVD)
Rice crops,26,0.85,1,0.4,0.5,5.5,7,Rice Stripe Virus Disease (RSVD)
Rice crops,27,0.85,1,0.4,0.5,5.5,7,Rice Stripe Virus Disease (RSVD)
Rice crops,28,0.85,1,0.4,0.5,5.5,7,Rice Stripe Virus Disease (RSVD)
Rice crops,29,0.85,1,0.4,0.5,5.5,7,Rice Stripe Virus Disease (RSVD)
Rice crops,30,0.85,1,0.4,0.5,5.5,7,Rice Stripe Virus Disease (RSVD)
Rice crops,24,0.7879,0.9464,0.324,0.4,6.5,7.5,"Rice caseworm, Nymphula depunctalis"
Rice crops,25,0.7879,0.9464,0.324,0.4,6.5,7.5,"Rice caseworm, Nymphula depunctalis"
Rice crops,26,0.7879,0.9464,0.324,0.4,6.5,7.5,"Rice caseworm, Nymphula depunctalis"
Rice crops,27,0.7879,0.9464,0.324,0.4,6.5,7.5,"Rice caseworm, Nymphula depunctalis"
Rice crops,28,0.7879,0.9464,0.324,0.4,6.5,7.5,"Rice caseworm, Nymphula depunctalis"
Rice crops,29,0.7879,0.9464,0.324,0.4,6.5,7.5,"Rice caseworm, Nymphula depunctalis"
Rice crops,30,0.7879,0.9464,0.324,0.4,6.5,7.5,"Rice caseworm, Nymphula depunctalis"
Rice crops,31,0.7879,0.9464,0.324,0.4,6.5,7.5,"Rice caseworm, Nymphula depunctalis"
Rice crops,32,0.7879,0.9464,0.324,0.4,6.5,7.5,"Rice caseworm, Nymphula depunctalis"
Rice crops,33,0.7879,0.9464,0.324,0.4,6.5,7.5,"Rice caseworm, Nymphula depunctalis"
Rice crops,21,0.35,0.82,0.15,0.25,7.5,7.89,Oriental migratory locust
Rice crops,22,0.35,0.82,0.15,0.25,7.5,7.89,Oriental migratory locust
Rice crops,23,0.35,0.82,0.15,0.25,7.5,7.89,Oriental migratory locust
Rice crops,24,0.35,0.82,0.15,0.25,7.5,7.89,Oriental migratory locust
Rice crops,25,0.35,0.82,0.15,0.25,7.5,7.89,Oriental migratory locust
Rice crops,26,0.35,0.82,0.15,0.25,7.5,7.89,Oriental migratory locust
Rice crops,27,0.35,0.82,0.15,0.25,7.5,7.89,Oriental migratory locust
Rice crops,28,0.35,0.82,0.15,0.25,7.5,7.89,Oriental migratory locust
Rice crops,29,0.35,0.82,0.15,0.25,7.5,7.89,Oriental migratory locust
Rice crops,30,0.35,0.82,0.15,0.25,7.5,7.89,Oriental migratory locust
Rice crops,31,0.35,0.82,0.15,0.25,7.5,7.89,Oriental migratory locust
Rice crops,32,0.35,0.82,0.15,0.25,7.5,7.89,Oriental migratory locust
Rice crops,26,0.82,0.88,0.1005,0.2625,5.5,7,"Rice gallmidge, Orseolia oryzae"
Rice crops,27,0.82,0.88,0.1005,0.2625,5.5,7,"Rice gallmidge, Orseolia oryzae"
Rice crops,28,0.82,0.88,0.1005,0.2625,5.5,7,"Rice gallmidge, Orseolia oryzae"
Rice crops,29,0.82,0.88,0.1005,0.2625,5.5,7,"Rice gallmidge, Orseolia oryzae"
Rice crops,30,0.82,0.88,0.1005,0.2625,5.5,7,"Rice gallmidge, Orseolia oryzae"
Rice crops,23,0.83,1,0.4,0.6,5.5,6.8,"Yellow stem borer, Scirpophaga incertulas"
Rice crops,24,0.83,1,0.4,0.6,5.5,6.8,"Yellow stem borer, Scirpophaga incertulas"
Rice crops,25,0.83,1,0.4,0.6,5.5,6.8,"Yellow stem borer, Scirpophaga incertulas"
Rice crops,26,0.83,1,0.4,0.6,5.5,6.8,"Yellow stem borer, Scirpophaga incertulas"
Rice crops,27,0.83,1,0.4,0.6,5.5,6.8,"Yellow stem borer, Scirpophaga incertulas"
Rice crops,28,0.83,1,0.4,0.6,5.5,6.8,"Yellow stem borer, Scirpophaga incertulas"
Rice crops,29,0.83,1,0.4,0.6,5.5,6.8,"Yellow stem borer, Scirpophaga incertulas"
Rice crops,30,0.83,1,0.4,0.6,5.5,6.8,"Yellow stem borer, Scirpophaga incertulas"
Rice crops,31,0.83,1,0.4,0.6,5.5,6.8,"Yellow stem borer, Scirpophaga incertulas"
Rice crops,32,0.83,1,0.4,0.6,5.5,6.8,"Yellow stem borer, Scirpophaga incertulas"
Rice crops,35,0.6,0.82,0.32,0.5,5,7.5,"White stem borer, Scirpophaga innotata"
Rice crops,36,0.6,0.82,0.32,0.5,5,7.5,"White stem borer, Scirpophaga innotata"
Rice crops,37,0.6,0.82,0.32,0.5,5,7.5,"White stem borer, Scirpophaga innotata"
Rice crops,38,0.6,0.82,0.32,0.5,5,7.5,"White stem borer, Scirpophaga innotata"
Rice crops,39,0.6,0.82,0.32,0.5,5,7.5,"White stem borer, Scirpophaga innotata"
Rice crops,21,0.8,1,0.5,0.75,6,7.5,"Striped stem borer, Chilo suppressalis"
Rice crops,22,0.8,1,0.5,0.75,6,7.5,"Striped stem borer, Chilo suppressalis"
Rice crops,23,0.8,1,0.5,0.75,6,7.5,"Striped stem borer, Chilo suppressalis"
Rice crops,24,0.8,1,0.5,0.75,6,7.5,"Striped stem borer, Chilo suppressalis"
Rice crops,25,0.8,1,0.5,0.75,6,7.5,"Striped stem borer, Chilo suppressalis"
Rice crops,26,0.8,1,0.5,0.75,6,7.5,"Striped stem borer, Chilo suppressalis"
Rice crops,27,0.8,1,0.5,0.75,6,7.5,"Striped stem borer, Chilo suppressalis"
Rice crops,28,0.8,1,0.5,0.75,6,7.5,"Striped stem borer, Chilo suppressalis"
Rice crops,29,0.8,1,0.5,0.75,6,7.5,"Striped stem borer, Chilo suppressalis"
Rice crops,30,0.8,1,0.5,0.75,6,7.5,"Striped stem borer, Chilo suppressalis"
Rice crops,31,0.8,1,0.5,0.75,6,7.5,"Striped stem borer, Chilo suppressalis"
Rice crops,21,0.6,0.75,0.1,0.4,5.3,7.9,"Gold-fringed stem borer, Chilo auricilius"
Rice crops,22,0.6,0.75,0.1,0.4,5.3,7.9,"Gold-fringed stem borer, Chilo auricilius"
Rice crops,23,0.6,0.75,0.1,0.4,5.3,7.9,"Gold-fringed stem borer, Chilo auricilius"
Rice crops,24,0.6,0.75,0.1,0.4,5.3,7.9,"Gold-fringed stem borer, Chilo auricilius"
Rice crops,25,0.6,0.75,0.1,0.4,5.3,7.9,"Gold-fringed stem borer, Chilo auricilius"
Rice crops,26,0.6,0.75,0.1,0.4,5.3,7.9,"Gold-fringed stem borer, Chilo auricilius"
Rice crops,27,0.6,0.75,0.1,0.4,5.3,7.9,"Gold-fringed stem borer, Chilo auricilius"
Rice crops,28,0.6,0.75,0.1,0.4,5.3,7.9,"Gold-fringed stem borer, Chilo auricilius"
Rice crops,29,0.6,0.75,0.1,0.4,5.3,7.9,"Gold-fringed stem borer, Chilo auricilius"
Rice crops,30,0.6,0.75,0.1,0.4,5.3,7.9,"Gold-fringed stem borer, Chilo auricilius"
Rice crops,31,0.6,0.75,0.1,0.4,5.3,7.9,"Gold-fringed stem borer, Chilo auricilius"
Rice crops,32,0.6,0.75,0.1,0.4,5.3,7.9,"Gold-fringed stem borer, Chilo auricilius"
Rice crops,33,0.6,0.75,0.1,0.4,5.3,7.9,"Gold-fringed stem borer, Chilo auricilius"
Rice crops,23,0.6,0.85,0.15,0.35,3.9,7.5,"Root grub, Leucopholis irrorata"
Rice crops,24,0.6,0.85,0.15,0.35,3.9,7.5,"Root grub, Leucopholis irrorata"
Rice crops,25,0.6,0.85,0.15,0.35,3.9,7.5,"Root grub, Leucopholis irrorata"
Rice crops,26,0.6,0.85,0.15,0.35,3.9,7.5,"Root grub, Leucopholis irrorata"
Rice crops,27,0.6,0.85,0.15,0.35,3.9,7.5,"Root grub, Leucopholis irrorata"
Rice crops,28,0.6,0.85,0.15,0.35,3.9,7.5,"Root grub, Leucopholis irrorata"
Rice crops,29,0.6,0.85,0.15,0.35,3.9,7.5,"Root grub, Leucopholis irrorata"
Rice crops,30,0.6,0.85,0.15,0.35,3.9,7.5,"Root grub, Leucopholis irrorata"
Rice crops,20,0.6,0.85,0.8,1,5,8.2,"Root aphid, Tetraneura nigriabdominalis"
Rice crops,21,0.45,0.85,0.8,1,5,8.2,"Root aphid, Tetraneura nigriabdominalis"
Rice crops,22,0.45,0.85,0.8,1,5,8.2,"Root aphid, Tetraneura nigriabdominalis"
Rice crops,23,0.45,0.85,0.8,1,5,8.2,"Root aphid, Tetraneura nigriabdominalis"
Rice crops,24,0.45,0.85,0.8,1,5,8.2,"Root aphid, Tetraneura nigriabdominalis"
Rice crops,25,0.45,0.85,0.8,1,5,8.2,"Root aphid, Tetraneura nigriabdominalis"
Rice crops,19,0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer
Rice crops,20,0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer
Rice crops,21,0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer
Rice crops,22,0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer
Rice crops,23,0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer
Rice crops,24,0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer
Rice crops,25,0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer
Rice crops,26,0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer
Rice crops,27,0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer
Rice crops,28,0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer
Rice crops,25,0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer
Rice crops,26,0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer
Rice crops,27,0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer
Rice crops,28,0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer
Rice crops,29,0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer
Rice crops,22,0.58,0.792,0.25,0.75,6,7.5,Pink stem borer
Rice crops,23,0.58,0.792,0.25,0.75,6,7.5,Pink stem borer
Rice crops,24,0.58,0.792,0.25,0.75,6,7.5,Pink stem borer
Rice crops,25,0.58,0.792,0.25,0.75,6,7.5,Pink stem borer
Rice crops,26,0.58,0.792,0.25,0.75,6,7.5,Pink stem borer
Rice crops,27,0.58,0.792,0.25,0.75,6,7.5,Pink stem borer
Rice crops,28,0.58,0.792,0.25,0.75,6,7.5,Pink stem borer
Rice crops,25,0.6771,0.82,0.2,0.5,5.5,8.7,"Rice leaffolder, Cnaphalocrocis medinalis"
Rice crops,26,0.6771,0.82,0.2,0.5,5.5,8.7,"Rice leaffolder, Cnaphalocrocis medinalis"
Rice crops,27,0.6771,0.82,0.2,0.5,5.5,8.7,"Rice leaffolder, Cnaphalocrocis medinalis"
Rice crops,28,0.6771,0.82,0.2,0.5,5.5,8.7,"Rice leaffolder, Cnaphalocrocis medinalis"
Rice crops,29,0.6771,0.82,0.2,0.5,5.5,8.7,"Rice leaffolder, Cnaphalocrocis medinalis"
Rice crops,30,0.6771,0.82,0.2,0.5,5.5,8.7,"Rice leaffolder, Cnaphalocrocis medinalis"
Rice crops,31,0.6771,0.82,0.2,0.5,5.5,8.7,"Rice leaffolder, Cnaphalocrocis medinalis"
Rice crops,32,0.6771,0.82,0.2,0.5,5.5,8.7,"Rice leaffolder, Cnaphalocrocis medinalis"
Rice crops,33,0.6771,0.82,0.2,0.5,5.5,8.7,"Rice leaffolder, Cnaphalocrocis medinalis"
Rice crops,34,0.6771,0.82,0.2,0.5,5.5,8.7,"Rice leaffolder, Cnaphalocrocis medinalis"
Rice crops,35,0.6771,0.82,0.2,0.5,5.5,8.7,"Rice leaffolder, Cnaphalocrocis medinalis"
Rice crops,13,0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus
Rice crops,14,0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus
Rice crops,15,0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus
Rice crops,16,0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus
Rice crops,17,0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus
Rice crops,18,0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus
Rice crops,19,0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus
Rice crops,20,0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus
Rice crops,21,0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus
Rice crops,22,0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus
Rice crops,23,0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus
Rice crops,24,0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus
Rice crops,25,0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus
Rice crops,26,0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus
Rice crops,27,0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus
Rice crops,28,0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus
Rice crops,29,0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus
Rice crops,30,0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus
Rice crops,31,0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus
Rice crops,15,0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola"
Rice crops,16,0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola"
Rice crops,17,0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola"
Rice crops,18,0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola"
Rice crops,19,0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola"
Rice crops,20,0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola"
Rice crops,21,0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola"
Rice crops,22,0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola"
Rice crops,23,0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola"
Rice crops,24,0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola"
Rice crops,25,0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola"
Rice crops,26,0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola"
Rice crops,27,0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola"
Rice crops,28,0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola"
Rice crops,29,0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola"
Rice crops,30,0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola"
Rice crops,18,0.801,0.896,0.15,0.6,5.4,7.6,Termites
Rice crops,19,0.801,0.896,0.15,0.6,5.4,7.6,Termites
Rice crops,20,0.801,0.896,0.15,0.6,5.4,7.6,Termites
Rice crops,21,0.801,0.896,0.15,0.6,5.4,7.6,Termites
Rice crops,22,0.801,0.896,0.15,0.6,5.4,7.6,Termites
Rice crops,23,0.801,0.896,0.15,0.6,5.4,7.6,Termites
Rice crops,24,0.801,0.896,0.15,0.6,5.4,7.6,Termites
Rice crops,25,0.801,0.896,0.15,0.6,5.4,7.6,Termites
Rice crops,26,0.801,0.896,0.15,0.6,5.4,7.6,Termites
Rice crops,27,0.801,0.896,0.15,0.6,5.4,7.6,Termites
Rice crops,28,0.801,0.896,0.15,0.6,5.4,7.6,Termites
Rice crops,29,0.801,0.896,0.15,0.6,5.4,7.6,Termites
Rice crops,30,0.801,0.896,0.15,0.6,5.4,7.6,Termites
Rice crops,31,0.801,0.896,0.15,0.6,5.4,7.6,Termites
Rice crops,32,0.801,0.896,0.15,0.6,5.4,7.6,Termites
Rice crops,33,0.801,0.896,0.15,0.6,5.4,7.6,Termites
Rice crops,34,0.801,0.896,0.15,0.6,5.4,7.6,Termites
Rice crops,35,0.801,0.896,0.15,0.6,5.4,7.6,Termites
Rice crops,15,0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
Rice crops,16,0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
Rice crops,17,0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
Rice crops,18,0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
Rice crops,19,0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
Rice crops,20,0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
Rice crops,21,0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
Rice crops,22,0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
Rice crops,23,0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
Rice crops,24,0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
Rice crops,25,0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
Rice crops,26,0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
Rice crops,27,0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
Rice crops,28,0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
Rice crops,29,0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
Rice crops,30,0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
Rice crops,31,0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
Rice crops,32,0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
Rice crops,33,0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
Rice crops,34,0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
Rice crops,35,0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
Rice crops,28,0.622,0.932,0.18,0.3,6,8.5,Rice Ragged Stunt Virus
Rice crops,29,0.622,0.932,0.18,0.3,6,8.5,Rice Ragged Stunt Virus
Rice crops,30,0.622,0.932,0.18,0.3,6,8.5,Rice Ragged Stunt Virus
Rice crops,31,0.622,0.932,0.18,0.3,6,8.5,Rice Ragged Stunt Virus
Rice crops,32,0.622,0.932,0.18,0.3,6,8.5,Rice Ragged Stunt Virus
Rice crops,33,0.622,0.932,0.18,0.3,6,8.5,Rice Ragged Stunt Virus
Rice crops,34,0.622,0.932,0.18,0.3,6,8.5,Rice Ragged Stunt Virus
Rice crops,25,0.6,0.92,0.1534,0.2987,5.7,7.1,Narrow Brown Spot
Rice crops,26,0.6,0.92,0.1534,0.2987,5.7,7.1,Narrow Brown Spot
Rice crops,27,0.6,0.92,0.1534,0.2987,5.7,7.1,Narrow Brown Spot
Rice crops,28,0.6,0.92,0.1534,0.2987,5.7,7.1,Narrow Brown Spot
Rice crops,30,0.85,0.95,0.203,0.4,6.5,8,Red Stripe
Rice crops,31,0.85,0.95,0.203,0.4,6.5,8,Red Stripe
Rice crops,32,0.85,0.95,0.203,0.4,6.5,8,Red Stripe
Rice crops,33,0.85,0.95,0.203,0.4,6.5,8,Red Stripe
Rice crops,34,0.85,0.95,0.203,0.4,6.5,8,Red Stripe
Rice crops,35,0.85,0.95,0.203,0.4,6.5,8,Red Stripe
Rice crops,36,0.85,0.95,0.203,0.4,6.5,8,Red Stripe
Rice crops,37,0.85,0.95,0.203,0.4,6.5,8,Red Stripe
Rice crops,38,0.85,0.95,0.203,0.4,6.5,8,Red Stripe
Rice crops,39,0.85,0.95,0.203,0.4,6.5,8,Red Stripe
Rice crops,20,0.65,0.85,0.15,0.3,4.9,7.6,Sheath Brown Rot
Rice crops,21,0.65,0.85,0.15,0.3,4.9,7.6,Sheath Brown Rot
Rice crops,22,0.65,0.85,0.15,0.3,4.9,7.6,Sheath Brown Rot
