Temperature,Minimum Humidity,Maximum Humidity, Minimum Soil Moisture,Maximum Soil Moisture,Minimum pH Level,Maximum pH Level,Disease/Pest,Practices,Medicines/Remedy
34,0.61,0.83,0.19,0.29,4.5,7.5,"Rice Skipper, Parnara guttata","Using resistant varieties, early and dense sowing, regular monitoring, manual larva removal, promoting natural predators, and maintaining proper fertilization.",Bacillus thuringiensis
24,0.6,0.8,0.11,0.27,5,8.5,"Rice thrips, Stenchaetothrips biformis","Use resistant varieties, flood to sumberge the infested field for two days, and encourage biological control agents.",Dinotefuran 1L/ha in the morning/evening
25,0.6,0.8,0.11,0.27,5,8.5,"Rice thrips, Stenchaetothrips biformis","Use resistant varieties, flood to sumberge the infested field for two days, and encourage biological control agents.",Dinotefuran 1L/ha in the morning/evening
26,0.6,0.8,0.11,0.27,5,8.5,"Rice thrips, Stenchaetothrips biformis","Use resistant varieties, flood to sumberge the infested field for two days, and encourage biological control agents.",Dinotefuran 1L/ha in the morning/evening
27,0.6,0.8,0.11,0.27,5,8.5,"Rice thrips, Stenchaetothrips biformis","Use resistant varieties, flood to sumberge the infested field for two days, and encourage biological control agents.",Dinotefuran 1L/ha in the morning/evening
28,0.6,0.8,0.11,0.27,5,8.5,"Rice thrips, Stenchaetothrips biformis","Use resistant varieties, flood to sumberge the infested field for two days, and encourage biological control agents.",Dinotefuran 1L/ha in the morning/evening
10,0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Chlorpyriphos 20 EC @ 500 ml/ac
11,0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Chlorpyriphos 20 EC @ 500 ml/ac
12,0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Chlorpyriphos 20 EC @ 500 ml/ac
13,0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Chlorpyriphos 20 EC @ 500 ml/ac
14,0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Chlorpyriphos 20 EC @ 500 ml/ac
15,0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Chlorpyriphos 20 EC @ 500 ml/ac
16,0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Chlorpyriphos 20 EC @ 500 ml/ac
17,0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Chlorpyriphos 20 EC @ 500 ml/ac
18,0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Chlorpyriphos 20 EC @ 500 ml/ac
19,0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Chlorpyriphos 20 EC @ 500 ml/ac
20,0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Chlorpyriphos 20 EC @ 500 ml/ac
15,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Cypermethrin @ 1ml/1L water
16,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Cypermethrin @ 1ml/1L water
17,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Cypermethrin @ 1ml/1L water
18,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Cypermethrin @ 1ml/1L water
19,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Cypermethrin @ 1ml/1L water
20,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Cypermethrin @ 1ml/1L water
21,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Cypermethrin @ 1ml/1L water
22,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Cypermethrin @ 1ml/1L water
23,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Cypermethrin @ 1ml/1L water
24,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Cypermethrin @ 1ml/1L water
25,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Cypermethrin @ 1ml/1L water
26,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Cypermethrin @ 1ml/1L water
27,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Cypermethrin @ 1ml/1L water
28,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Cypermethrin @ 1ml/1L water
29,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Cypermethrin @ 1ml/1L water
30,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Cypermethrin @ 1ml/1L water
30,0.49,0.71,0.2,0.27,6,7,"Mealybug, Brevennia rehi","Keep the field free from weeds and crop residues, apply sticky bands on the main stem, and burn infested trees immediately.",Buprofezin 25 SC @ 200 ml/ac (or) Thiamethoxam 20 WDG @ 100g/ac (or) Dimethoate 30 EC 400 ml/ac
31,0.49,0.71,0.2,0.27,6,7,"Mealybug, Brevennia rehi","Keep the field free from weeds and crop residues, apply sticky bands on the main stem, and burn infested trees immediately.",Buprofezin 25 SC @ 200 ml/ac (or) Thiamethoxam 20 WDG @ 100g/ac (or) Dimethoate 30 EC 400 ml/ac
32,0.49,0.71,0.2,0.27,6,7,"Mealybug, Brevennia rehi","Keep the field free from weeds and crop residues, apply sticky bands on the main stem, and burn infested trees immediately.",Buprofezin 25 SC @ 200 ml/ac (or) Thiamethoxam 20 WDG @ 100g/ac (or) Dimethoate 30 EC 400 ml/ac
33,0.49,0.71,0.2,0.27,6,7,"Mealybug, Brevennia rehi","Keep the field free from weeds and crop residues, apply sticky bands on the main stem, and burn infested trees immediately.",Buprofezin 25 SC @ 200 ml/ac (or) Thiamethoxam 20 WDG @ 100g/ac (or) Dimethoate 30 EC 400 ml/ac
34,0.49,0.71,0.2,0.27,6,7,"Mealybug, Brevennia rehi","Keep the field free from weeds and crop residues, apply sticky bands on the main stem, and burn infested trees immediately.",Buprofezin 25 SC @ 200 ml/ac (or) Thiamethoxam 20 WDG @ 100g/ac (or) Dimethoate 30 EC 400 ml/ac
35,0.49,0.71,0.2,0.27,6,7,"Mealybug, Brevennia rehi","Keep the field free from weeds and crop residues, apply sticky bands on the main stem, and burn infested trees immediately.",Buprofezin 25 SC @ 200 ml/ac (or) Thiamethoxam 20 WDG @ 100g/ac (or) Dimethoate 30 EC 400 ml/ac
17,0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis","Use resistant varieties, flood rice fields for 3-4 days, and maintain standing water.","bifenthrin, carbaryl, deltamethrin, gamma-cyhalothrin, imidacloprid+cyfluthrin, lambda-cyhalothrin, permethrin"
18,0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis","Use resistant varieties, flood rice fields for 3-4 days, and maintain standing water.","bifenthrin, carbaryl, deltamethrin, gamma-cyhalothrin, imidacloprid+cyfluthrin, lambda-cyhalothrin, permethrin"
19,0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis","Use resistant varieties, flood rice fields for 3-4 days, and maintain standing water.","bifenthrin, carbaryl, deltamethrin, gamma-cyhalothrin, imidacloprid+cyfluthrin, lambda-cyhalothrin, permethrin"
20,0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis","Use resistant varieties, flood rice fields for 3-4 days, and maintain standing water.","bifenthrin, carbaryl, deltamethrin, gamma-cyhalothrin, imidacloprid+cyfluthrin, lambda-cyhalothrin, permethrin"
21,0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis","Use resistant varieties, flood rice fields for 3-4 days, and maintain standing water.","bifenthrin, carbaryl, deltamethrin, gamma-cyhalothrin, imidacloprid+cyfluthrin, lambda-cyhalothrin, permethrin"
22,0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis","Use resistant varieties, flood rice fields for 3-4 days, and maintain standing water.","bifenthrin, carbaryl, deltamethrin, gamma-cyhalothrin, imidacloprid+cyfluthrin, lambda-cyhalothrin, permethrin"
23,0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis","Use resistant varieties, flood rice fields for 3-4 days, and maintain standing water.","bifenthrin, carbaryl, deltamethrin, gamma-cyhalothrin, imidacloprid+cyfluthrin, lambda-cyhalothrin, permethrin"
24,0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis","Use resistant varieties, flood rice fields for 3-4 days, and maintain standing water.","bifenthrin, carbaryl, deltamethrin, gamma-cyhalothrin, imidacloprid+cyfluthrin, lambda-cyhalothrin, permethrin"
25,0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis","Use resistant varieties, flood rice fields for 3-4 days, and maintain standing water.","bifenthrin, carbaryl, deltamethrin, gamma-cyhalothrin, imidacloprid+cyfluthrin, lambda-cyhalothrin, permethrin"
26,0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis","Use resistant varieties, flood rice fields for 3-4 days, and maintain standing water.","bifenthrin, carbaryl, deltamethrin, gamma-cyhalothrin, imidacloprid+cyfluthrin, lambda-cyhalothrin, permethrin"
27,0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis","Use resistant varieties, flood rice fields for 3-4 days, and maintain standing water.","bifenthrin, carbaryl, deltamethrin, gamma-cyhalothrin, imidacloprid+cyfluthrin, lambda-cyhalothrin, permethrin"
28,0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis","Use resistant varieties, flood rice fields for 3-4 days, and maintain standing water.","bifenthrin, carbaryl, deltamethrin, gamma-cyhalothrin, imidacloprid+cyfluthrin, lambda-cyhalothrin, permethrin"
29,0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis","Use resistant varieties, flood rice fields for 3-4 days, and maintain standing water.","bifenthrin, carbaryl, deltamethrin, gamma-cyhalothrin, imidacloprid+cyfluthrin, lambda-cyhalothrin, permethrin"
25,0.2,0.8,0.1,1,4.72,6.24,"Ant, Solenopsis geminata","Increase seeding rate, allow natural enemies such as birds, and compost tea and benificial nematodes.",Hydramethylnon
26,0.2,0.8,0.1,1,4.72,6.24,"Ant, Solenopsis geminata","Increase seeding rate, allow natural enemies such as birds, and compost tea and benificial nematodes.",Hydramethylnon
27,0.2,0.8,0.1,1,4.72,6.24,"Ant, Solenopsis geminata","Increase seeding rate, allow natural enemies such as birds, and compost tea and benificial nematodes.",Hydramethylnon
28,0.2,0.8,0.1,1,4.72,6.24,"Ant, Solenopsis geminata","Increase seeding rate, allow natural enemies such as birds, and compost tea and benificial nematodes.",Hydramethylnon
29,0.2,0.8,0.1,1,4.72,6.24,"Ant, Solenopsis geminata","Increase seeding rate, allow natural enemies such as birds, and compost tea and benificial nematodes.",Hydramethylnon
30,0.2,0.8,0.1,1,4.72,6.24,"Ant, Solenopsis geminata","Increase seeding rate, allow natural enemies such as birds, and compost tea and benificial nematodes.",Hydramethylnon
31,0.2,0.8,0.1,1,4.72,6.24,"Ant, Solenopsis geminata","Increase seeding rate, allow natural enemies such as birds, and compost tea and benificial nematodes.",Hydramethylnon
32,0.2,0.8,0.1,1,4.72,6.24,"Ant, Solenopsis geminata","Increase seeding rate, allow natural enemies such as birds, and compost tea and benificial nematodes.",Hydramethylnon
33,0.2,0.8,0.1,1,4.72,6.24,"Ant, Solenopsis geminata","Increase seeding rate, allow natural enemies such as birds, and compost tea and benificial nematodes.",Hydramethylnon
25,0.87,0.93,0.2,0.65,6,7,"Green Semilooper, Naranga aenescens","Ensure that the crop is well weeded, properly fertilized, and adequately irrigated, and attract biological control agents.",Bacillus thuringeniesis
26,0.87,0.93,0.2,0.65,6,7,"Green Semilooper, Naranga aenescens","Ensure that the crop is well weeded, properly fertilized, and adequately irrigated, and attract biological control agents.",Bacillus thuringeniesis
27,0.87,0.93,0.2,0.65,6,7,"Green Semilooper, Naranga aenescens","Ensure that the crop is well weeded, properly fertilized, and adequately irrigated, and attract biological control agents.",Bacillus thuringeniesis
28,0.87,0.93,0.2,0.65,6,7,"Green Semilooper, Naranga aenescens","Ensure that the crop is well weeded, properly fertilized, and adequately irrigated, and attract biological control agents.",Bacillus thuringeniesis
29,0.87,0.93,0.2,0.65,6,7,"Green Semilooper, Naranga aenescens","Ensure that the crop is well weeded, properly fertilized, and adequately irrigated, and attract biological control agents.",Bacillus thuringeniesis
30,0.87,0.93,0.2,0.65,6,7,"Green Semilooper, Naranga aenescens","Ensure that the crop is well weeded, properly fertilized, and adequately irrigated, and attract biological control agents.",Bacillus thuringeniesis
31,0.87,0.93,0.2,0.65,6,7,"Green Semilooper, Naranga aenescens","Ensure that the crop is well weeded, properly fertilized, and adequately irrigated, and attract biological control agents.",Bacillus thuringeniesis
32,0.87,0.93,0.2,0.65,6,7,"Green Semilooper, Naranga aenescens","Ensure that the crop is well weeded, properly fertilized, and adequately irrigated, and attract biological control agents.",Bacillus thuringeniesis
33,0.87,0.93,0.2,0.65,6,7,"Green Semilooper, Naranga aenescens","Ensure that the crop is well weeded, properly fertilized, and adequately irrigated, and attract biological control agents.",Bacillus thuringeniesis
34,0.87,0.93,0.2,0.65,6,7,"Green Semilooper, Naranga aenescens","Ensure that the crop is well weeded, properly fertilized, and adequately irrigated, and attract biological control agents.",Bacillus thuringeniesis
26,0.6629,0.8971,0.55,0.85,6,7.5,"Ricebug, Leptocorisa oratorius F.","Remove weeds from fields, level fields with even applications of fertilizers, capture rice bugs, and encourage biological control agents.",Chlorypyriphos 50EC @ 2.5ml
27,0.6629,0.8971,0.55,0.85,6,7.5,"Ricebug, Leptocorisa oratorius F.","Remove weeds from fields, level fields with even applications of fertilizers, capture rice bugs, and encourage biological control agents.",Chlorypyriphos 50EC @ 2.5ml
28,0.6629,0.8971,0.55,0.85,6,7.5,"Ricebug, Leptocorisa oratorius F.","Remove weeds from fields, level fields with even applications of fertilizers, capture rice bugs, and encourage biological control agents.",Chlorypyriphos 50EC @ 2.5ml
29,0.6629,0.8971,0.55,0.85,6,7.5,"Ricebug, Leptocorisa oratorius F.","Remove weeds from fields, level fields with even applications of fertilizers, capture rice bugs, and encourage biological control agents.",Chlorypyriphos 50EC @ 2.5ml
30,0.6629,0.8971,0.55,0.85,6,7.5,"Ricebug, Leptocorisa oratorius F.","Remove weeds from fields, level fields with even applications of fertilizers, capture rice bugs, and encourage biological control agents.",Chlorypyriphos 50EC @ 2.5ml
29,0.67,0.905,0.35,0.4,5.5,7,"Rice Whorl Maggot, Hydrellia philippina","Apply Trichogramma eggs (2 cc/acre weekly), neem cake (75 kg/acre to the soil), and spray 1% azadirachtin (400 ml/acre).",Cartap Hydrochloride 4% G 7.5-10 kg/ac Chlorpyriphos 20% EC 500 ml/ac Fipronil 5% SC 400-600g/ac Fipronil 0.3% GR 7-10 kg/ac Ethofenoprox 10 EC @ 200- 600 ml/ac
30,0.67,0.905,0.35,0.4,5.5,7,"Rice Whorl Maggot, Hydrellia philippina","Apply Trichogramma eggs (2 cc/acre weekly), neem cake (75 kg/acre to the soil), and spray 1% azadirachtin (400 ml/acre).",Cartap Hydrochloride 4% G 7.5-10 kg/ac Chlorpyriphos 20% EC 500 ml/ac Fipronil 5% SC 400-600g/ac Fipronil 0.3% GR 7-10 kg/ac Ethofenoprox 10 EC @ 200- 600 ml/ac
31,0.67,0.905,0.35,0.4,5.5,7,"Rice Whorl Maggot, Hydrellia philippina","Apply Trichogramma eggs (2 cc/acre weekly), neem cake (75 kg/acre to the soil), and spray 1% azadirachtin (400 ml/acre).",Cartap Hydrochloride 4% G 7.5-10 kg/ac Chlorpyriphos 20% EC 500 ml/ac Fipronil 5% SC 400-600g/ac Fipronil 0.3% GR 7-10 kg/ac Ethofenoprox 10 EC @ 200- 600 ml/ac
32,0.67,0.905,0.35,0.4,5.5,7,"Rice Whorl Maggot, Hydrellia philippina","Apply Trichogramma eggs (2 cc/acre weekly), neem cake (75 kg/acre to the soil), and spray 1% azadirachtin (400 ml/acre).",Cartap Hydrochloride 4% G 7.5-10 kg/ac Chlorpyriphos 20% EC 500 ml/ac Fipronil 5% SC 400-600g/ac Fipronil 0.3% GR 7-10 kg/ac Ethofenoprox 10 EC @ 200- 600 ml/ac
33,0.67,0.905,0.35,0.4,5.5,7,"Rice Whorl Maggot, Hydrellia philippina","Apply Trichogramma eggs (2 cc/acre weekly), neem cake (75 kg/acre to the soil), and spray 1% azadirachtin (400 ml/acre).",Cartap Hydrochloride 4% G 7.5-10 kg/ac Chlorpyriphos 20% EC 500 ml/ac Fipronil 5% SC 400-600g/ac Fipronil 0.3% GR 7-10 kg/ac Ethofenoprox 10 EC @ 200- 600 ml/ac
30,0.289,0.836,0.45,0.8,5,8,"Field Cricket, Euscyrtus concinnus","Maintaining standing water to prevent tunneling, using poisoned baits with rice bran and insecticide along rice bunds, applying chemical treatments in deep water areas, and encouraging parasitism by Sphecid species like Liris aurulenta and Motes manilae.","Pyrethroids, and Carbaryl"
31,0.289,0.836,0.45,0.8,5,8,"Field Cricket, Euscyrtus concinnus","Maintaining standing water to prevent tunneling, using poisoned baits with rice bran and insecticide along rice bunds, applying chemical treatments in deep water areas, and encouraging parasitism by Sphecid species like Liris aurulenta and Motes manilae.","Pyrethroids, and Carbaryl"
32,0.289,0.836,0.45,0.8,5,8,"Field Cricket, Euscyrtus concinnus","Maintaining standing water to prevent tunneling, using poisoned baits with rice bran and insecticide along rice bunds, applying chemical treatments in deep water areas, and encouraging parasitism by Sphecid species like Liris aurulenta and Motes manilae.","Pyrethroids, and Carbaryl"
33,0.289,0.836,0.45,0.8,5,8,"Field Cricket, Euscyrtus concinnus","Maintaining standing water to prevent tunneling, using poisoned baits with rice bran and insecticide along rice bunds, applying chemical treatments in deep water areas, and encouraging parasitism by Sphecid species like Liris aurulenta and Motes manilae.","Pyrethroids, and Carbaryl"
34,0.289,0.836,0.45,0.8,5,8,"Field Cricket, Euscyrtus concinnus","Maintaining standing water to prevent tunneling, using poisoned baits with rice bran and insecticide along rice bunds, applying chemical treatments in deep water areas, and encouraging parasitism by Sphecid species like Liris aurulenta and Motes manilae.","Pyrethroids, and Carbaryl"
35,0.289,0.836,0.45,0.8,5,8,"Field Cricket, Euscyrtus concinnus","Maintaining standing water to prevent tunneling, using poisoned baits with rice bran and insecticide along rice bunds, applying chemical treatments in deep water areas, and encouraging parasitism by Sphecid species like Liris aurulenta and Motes manilae.","Pyrethroids, and Carbaryl"
20,0.69,0.88,0.3,0.7,5.5,7.5,"Green Leafhopper, Nephotettix malayanus","Using resistant varieties, reducing rice crops to two per year, synchronizing planting, transplanting older seedlings, planting early, avoiding peak GLH periods, optimizing nitrogen use, controlling weeds, rotating crops, intercropping with soybean, and minimizing insecticide use in tungro-free areas.","Buprofezin Use 0.5 ml/l water, Fenobucarb. Use 20-30ml/8lit water."
21,0.69,0.88,0.3,0.7,5.5,7.5,"Green Leafhopper, Nephotettix malayanus","Using resistant varieties, reducing rice crops to two per year, synchronizing planting, transplanting older seedlings, planting early, avoiding peak GLH periods, optimizing nitrogen use, controlling weeds, rotating crops, intercropping with soybean, and minimizing insecticide use in tungro-free areas.","Buprofezin Use 0.5 ml/l water, Fenobucarb. Use 20-30ml/8lit water."
22,0.69,0.88,0.3,0.7,5.5,7.5,"Green Leafhopper, Nephotettix malayanus","Using resistant varieties, reducing rice crops to two per year, synchronizing planting, transplanting older seedlings, planting early, avoiding peak GLH periods, optimizing nitrogen use, controlling weeds, rotating crops, intercropping with soybean, and minimizing insecticide use in tungro-free areas.","Buprofezin Use 0.5 ml/l water, Fenobucarb. Use 20-30ml/8lit water."
23,0.69,0.88,0.3,0.7,5.5,7.5,"Green Leafhopper, Nephotettix malayanus","Using resistant varieties, reducing rice crops to two per year, synchronizing planting, transplanting older seedlings, planting early, avoiding peak GLH periods, optimizing nitrogen use, controlling weeds, rotating crops, intercropping with soybean, and minimizing insecticide use in tungro-free areas.","Buprofezin Use 0.5 ml/l water, Fenobucarb. Use 20-30ml/8lit water."
24,0.69,0.88,0.3,0.7,5.5,7.5,"Green Leafhopper, Nephotettix malayanus","Using resistant varieties, reducing rice crops to two per year, synchronizing planting, transplanting older seedlings, planting early, avoiding peak GLH periods, optimizing nitrogen use, controlling weeds, rotating crops, intercropping with soybean, and minimizing insecticide use in tungro-free areas.","Buprofezin Use 0.5 ml/l water, Fenobucarb. Use 20-30ml/8lit water."
25,0.69,0.88,0.3,0.7,5.5,7.5,"Green Leafhopper, Nephotettix malayanus","Using resistant varieties, reducing rice crops to two per year, synchronizing planting, transplanting older seedlings, planting early, avoiding peak GLH periods, optimizing nitrogen use, controlling weeds, rotating crops, intercropping with soybean, and minimizing insecticide use in tungro-free areas.","Buprofezin Use 0.5 ml/l water, Fenobucarb. Use 20-30ml/8lit water."
26,0.69,0.88,0.3,0.7,5.5,7.5,"Green Leafhopper, Nephotettix malayanus","Using resistant varieties, reducing rice crops to two per year, synchronizing planting, transplanting older seedlings, planting early, avoiding peak GLH periods, optimizing nitrogen use, controlling weeds, rotating crops, intercropping with soybean, and minimizing insecticide use in tungro-free areas.","Buprofezin Use 0.5 ml/l water, Fenobucarb. Use 20-30ml/8lit water."
27,0.69,0.88,0.3,0.7,5.5,7.5,"Green Leafhopper, Nephotettix malayanus","Using resistant varieties, reducing rice crops to two per year, synchronizing planting, transplanting older seedlings, planting early, avoiding peak GLH periods, optimizing nitrogen use, controlling weeds, rotating crops, intercropping with soybean, and minimizing insecticide use in tungro-free areas.","Buprofezin Use 0.5 ml/l water, Fenobucarb. Use 20-30ml/8lit water."
28,0.69,0.88,0.3,0.7,5.5,7.5,"Green Leafhopper, Nephotettix malayanus","Using resistant varieties, reducing rice crops to two per year, synchronizing planting, transplanting older seedlings, planting early, avoiding peak GLH periods, optimizing nitrogen use, controlling weeds, rotating crops, intercropping with soybean, and minimizing insecticide use in tungro-free areas.","Buprofezin Use 0.5 ml/l water, Fenobucarb. Use 20-30ml/8lit water."
29,0.69,0.88,0.3,0.7,5.5,7.5,"Green Leafhopper, Nephotettix malayanus","Using resistant varieties, reducing rice crops to two per year, synchronizing planting, transplanting older seedlings, planting early, avoiding peak GLH periods, optimizing nitrogen use, controlling weeds, rotating crops, intercropping with soybean, and minimizing insecticide use in tungro-free areas.","Buprofezin Use 0.5 ml/l water, Fenobucarb. Use 20-30ml/8lit water."
30,0.69,0.88,0.3,0.7,5.5,7.5,"Green Leafhopper, Nephotettix malayanus","Using resistant varieties, reducing rice crops to two per year, synchronizing planting, transplanting older seedlings, planting early, avoiding peak GLH periods, optimizing nitrogen use, controlling weeds, rotating crops, intercropping with soybean, and minimizing insecticide use in tungro-free areas.","Buprofezin Use 0.5 ml/l water, Fenobucarb. Use 20-30ml/8lit water."
24,0.77,0.92,0.15,0.6,5.5,8,"Green Leafhopper, Nephotettix nigropictus","Reduce the number of rice croppings to two per year and synchronize establishment across farms within each irrigation system, transplant and place seedbed away from disease sources, use light traps to capture green leafhoppers, and use biological control agents. ",Fenitrothion 50 EC 80 ml
25,0.77,0.92,0.15,0.6,5.5,8,"Green Leafhopper, Nephotettix nigropictus","Reduce the number of rice croppings to two per year and synchronize establishment across farms within each irrigation system, transplant and place seedbed away from disease sources, use light traps to capture green leafhoppers, and use biological control agents. ",Fenitrothion 50 EC 80 ml
26,0.77,0.92,0.15,0.6,5.5,8,"Green Leafhopper, Nephotettix nigropictus","Reduce the number of rice croppings to two per year and synchronize establishment across farms within each irrigation system, transplant and place seedbed away from disease sources, use light traps to capture green leafhoppers, and use biological control agents. ",Fenitrothion 50 EC 80 ml
27,0.77,0.92,0.15,0.6,5.5,8,"Green Leafhopper, Nephotettix nigropictus","Reduce the number of rice croppings to two per year and synchronize establishment across farms within each irrigation system, transplant and place seedbed away from disease sources, use light traps to capture green leafhoppers, and use biological control agents. ",Fenitrothion 50 EC 80 ml
28,0.77,0.92,0.15,0.6,5.5,8,"Green Leafhopper, Nephotettix nigropictus","Reduce the number of rice croppings to two per year and synchronize establishment across farms within each irrigation system, transplant and place seedbed away from disease sources, use light traps to capture green leafhoppers, and use biological control agents. ",Fenitrothion 50 EC 80 ml
29,0.77,0.92,0.15,0.6,5.5,8,"Green Leafhopper, Nephotettix nigropictus","Reduce the number of rice croppings to two per year and synchronize establishment across farms within each irrigation system, transplant and place seedbed away from disease sources, use light traps to capture green leafhoppers, and use biological control agents. ",Fenitrothion 50 EC 80 ml
30,0.77,0.92,0.15,0.6,5.5,8,"Green Leafhopper, Nephotettix nigropictus","Reduce the number of rice croppings to two per year and synchronize establishment across farms within each irrigation system, transplant and place seedbed away from disease sources, use light traps to capture green leafhoppers, and use biological control agents. ",Fenitrothion 50 EC 80 ml
16,0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens","Planting resistant varieties, adjusting planting dates, observing a fallow period, practicing crop rotation, applying neem cake, plowing and harrowing to destroy stubbles, and eliminating weed hosts.","Fenthion 100 EC (40 ml/ha) may be sprayed 15 and 30 days after transplanting, Carbofuran 3 G 3.5 kg (or) Phorate 10 G 1.0 kg (or) Quinalphos 5 G 2.0 kg"
17,0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens","Planting resistant varieties, adjusting planting dates, observing a fallow period, practicing crop rotation, applying neem cake, plowing and harrowing to destroy stubbles, and eliminating weed hosts.","Fenthion 100 EC (40 ml/ha) may be sprayed 15 and 30 days after transplanting, Carbofuran 3 G 3.5 kg (or) Phorate 10 G 1.0 kg (or) Quinalphos 5 G 2.0 kg"
