Minimum Humidity,Maximum Humidity, Minimum Soil Moisture,Maximum Soil Moisture,Minimum pH Level,Maximum pH Level,Disease/Pest
0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer
0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer
0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer
0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer
0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer
0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer
0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer
0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer
0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer
0.58,0.792,0.25,0.75,6,7.5,Pink stem borer
0.58,0.792,0.25,0.75,6,7.5,Pink stem borer
0.58,0.792,0.25,0.75,6,7.5,Pink stem borer
0.58,0.792,0.25,0.75,6,7.5,Pink stem borer
0.58,0.792,0.25,0.75,6,7.5,Pink stem borer
0.58,0.792,0.25,0.75,6,7.5,Pink stem borer
0.58,0.792,0.25,0.75,6,7.5,Pink stem borer
0.6771,0.82,0.2,0.5,5.5,8.7,"Rice leaffolder, Cnaphalocrocis medinalis"
0.6771,0.82,0.2,0.5,5.5,8.7,"Rice leaffolder, Cnaphalocrocis medinalis"
0.6771,0.82,0.2,0.5,5.5,8.7,"Rice leaffolder, Cnaphalocrocis medinalis"
0.6771,0.82,0.2,0.5,5.5,8.7,"Rice leaffolder, Cnaphalocrocis medinalis"
0.6771,0.82,0.2,0.5,5.5,8.7,"Rice leaffolder, Cnaphalocrocis medinalis"
0.6771,0.82,0.2,0.5,5.5,8.7,"Rice leaffolder, Cnaphalocrocis medinalis"
0.6771,0.82,0.2,0.5,5.5,8.7,"Rice leaffolder, Cnaphalocrocis medinalis"
0.6771,0.82,0.2,0.5,5.5,8.7,"Rice leaffolder, Cnaphalocrocis medinalis"
0.6771,0.82,0.2,0.5,5.5,8.7,"Rice leaffolder, Cnaphalocrocis medinalis"
0.6771,0.82,0.2,0.5,5.5,8.7,"Rice leaffolder, Cnaphalocrocis medinalis"
0.6771,0.82,0.2,0.5,5.5,8.7,"Rice leaffolder, Cnaphalocrocis medinalis"
0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus
0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus
0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus
0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus
0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus
0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus
0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus
0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus
0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus
0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus
0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus
0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus
0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus
0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus
0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus
0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus
0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus
0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus
0.6,1,0.5,1,5,7.5,Rice Yellow Mottle Virus
0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola"
0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola"
0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola"
0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola"
0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola"
0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola"
0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola"
0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola"
0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola"
0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola"
0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola"
0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola"
0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola"
0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola"
0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola"
0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola"
0.801,0.896,0.15,0.6,5.4,7.6,Termites
0.801,0.896,0.15,0.6,5.4,7.6,Termites
0.801,0.896,0.15,0.6,5.4,7.6,Termites
0.801,0.896,0.15,0.6,5.4,7.6,Termites
0.801,0.896,0.15,0.6,5.4,7.6,Termites
0.801,0.896,0.15,0.6,5.4,7.6,Termites
0.801,0.896,0.15,0.6,5.4,7.6,Termites
0.801,0.896,0.15,0.6,5.4,7.6,Termites
0.801,0.896,0.15,0.6,5.4,7.6,Termites
0.801,0.896,0.15,0.6,5.4,7.6,Termites
0.801,0.896,0.15,0.6,5.4,7.6,Termites
0.801,0.896,0.15,0.6,5.4,7.6,Termites
0.801,0.896,0.15,0.6,5.4,7.6,Termites
0.801,0.896,0.15,0.6,5.4,7.6,Termites
0.801,0.896,0.15,0.6,5.4,7.6,Termites
0.801,0.896,0.15,0.6,5.4,7.6,Termites
0.801,0.896,0.15,0.6,5.4,7.6,Termites
0.801,0.896,0.15,0.6,5.4,7.6,Termites
0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus
0.622,0.932,0.18,0.3,6,8.5,Rice Ragged Stunt Virus
0.622,0.932,0.18,0.3,6,8.5,Rice Ragged Stunt Virus
0.622,0.932,0.18,0.3,6,8.5,Rice Ragged Stunt Virus
0.622,0.932,0.18,0.3,6,8.5,Rice Ragged Stunt Virus
0.622,0.932,0.18,0.3,6,8.5,Rice Ragged Stunt Virus
0.622,0.932,0.18,0.3,6,8.5,Rice Ragged Stunt Virus
0.622,0.932,0.18,0.3,6,8.5,Rice Ragged Stunt Virus
0.6,0.92,0.1534,0.2987,5.7,7.1,Narrow Brown Spot
0.6,0.92,0.1534,0.2987,5.7,7.1,Narrow Brown Spot
0.6,0.92,0.1534,0.2987,5.7,7.1,Narrow Brown Spot
0.6,0.92,0.1534,0.2987,5.7,7.1,Narrow Brown Spot
0.85,0.95,0.203,0.4,6.5,8,Red Stripe
0.85,0.95,0.203,0.4,6.5,8,Red Stripe
0.85,0.95,0.203,0.4,6.5,8,Red Stripe
0.85,0.95,0.203,0.4,6.5,8,Red Stripe
0.85,0.95,0.203,0.4,6.5,8,Red Stripe
0.85,0.95,0.203,0.4,6.5,8,Red Stripe
0.85,0.95,0.203,0.4,6.5,8,Red Stripe
0.85,0.95,0.203,0.4,6.5,8,Red Stripe
0.85,0.95,0.203,0.4,6.5,8,Red Stripe
0.85,0.95,0.203,0.4,6.5,8,Red Stripe
0.65,0.85,0.15,0.3,4.9,7.6,Sheath Brown Rot
0.65,0.85,0.15,0.3,4.9,7.6,Sheath Brown Rot
0.65,0.85,0.15,0.3,4.9,7.6,Sheath Brown Rot
