Plant,Temperature,Minimum Humidity,Maximum Humidity, Minimum Soil Moisture,Maximum Soil Moisture,Minimum pH Level,Maximum pH Level,Disease/Pest,Practices,Medicines/Remedy
Rice crops,26,0.56,0.753,0.27,0.7,2.5,9.8,Rice Gallmidge,"Use resistant crop varieties, remove off-season plant hosts, and promote biological controls like parasitic wasps, mites, and spiders for effective pest management.",Phosalone 35 EC 600 ml/ac Carbosulfan 25% EC 320-400 ml/ac Chlorpyriphos 20% EC 500 ml/acmFipronil 5% SC 400-600 g/ac Fipronil 0.3% GR 6.5-10 kg/ac Thiamethoxam 25% WG 40 g/ac
Rice crops,27,0.56,0.753,0.27,0.7,2.5,9.8,Rice Gallmidge,"Use resistant crop varieties, remove off-season plant hosts, and promote biological controls like parasitic wasps, mites, and spiders for effective pest management.",Phosalone 35 EC 600 ml/ac Carbosulfan 25% EC 320-400 ml/ac Chlorpyriphos 20% EC 500 ml/acmFipronil 5% SC 400-600 g/ac Fipronil 0.3% GR 6.5-10 kg/ac Thiamethoxam 25% WG 40 g/ac
Rice crops,28,0.56,0.753,0.27,0.7,2.5,9.8,Rice Gallmidge,"Use resistant crop varieties, remove off-season plant hosts, and promote biological controls like parasitic wasps, mites, and spiders for effective pest management.",Phosalone 35 EC 600 ml/ac Carbosulfan 25% EC 320-400 ml/ac Chlorpyriphos 20% EC 500 ml/acmFipronil 5% SC 400-600 g/ac Fipronil 0.3% GR 6.5-10 kg/ac Thiamethoxam 25% WG 40 g/ac
Rice crops,29,0.56,0.753,0.27,0.7,2.5,9.8,Rice Gallmidge,"Use resistant crop varieties, remove off-season plant hosts, and promote biological controls like parasitic wasps, mites, and spiders for effective pest management.",Phosalone 35 EC 600 ml/ac Carbosulfan 25% EC 320-400 ml/ac Chlorpyriphos 20% EC 500 ml/acmFipronil 5% SC 400-600 g/ac Fipronil 0.3% GR 6.5-10 kg/ac Thiamethoxam 25% WG 40 g/ac
Rice crops,30,0.56,0.753,0.27,0.7,2.5,9.8,Rice Gallmidge,"Use resistant crop varieties, remove off-season plant hosts, and promote biological controls like parasitic wasps, mites, and spiders for effective pest management.",Phosalone 35 EC 600 ml/ac Carbosulfan 25% EC 320-400 ml/ac Chlorpyriphos 20% EC 500 ml/acmFipronil 5% SC 400-600 g/ac Fipronil 0.3% GR 6.5-10 kg/ac Thiamethoxam 25% WG 40 g/ac
Rice crops,25,0.7,1,0.2,0.35,6,7,"Greenhorned Caterpillar, Melanitis leda ismene","Attract biological control agents, Handpick and destroy egg masses, larvae, infested plants in the field",Chlorpyriphos 20 EC @ 500 ml/ac
Rice crops,26,0.7,1,0.2,0.35,6,7,"Greenhorned Caterpillar, Melanitis leda ismene","Attract biological control agents, Handpick and destroy egg masses, larvae, infested plants in the field",Chlorpyriphos 20 EC @ 500 ml/ac
Rice crops,27,0.7,1,0.2,0.35,6,7,"Greenhorned Caterpillar, Melanitis leda ismene","Attract biological control agents, Handpick and destroy egg masses, larvae, infested plants in the field",Chlorpyriphos 20 EC @ 500 ml/ac
Rice crops,28,0.7,1,0.2,0.35,6,7,"Greenhorned Caterpillar, Melanitis leda ismene","Attract biological control agents, Handpick and destroy egg masses, larvae, infested plants in the field",Chlorpyriphos 20 EC @ 500 ml/ac
Rice crops,29,0.7,1,0.2,0.35,6,7,"Greenhorned Caterpillar, Melanitis leda ismene","Attract biological control agents, Handpick and destroy egg masses, larvae, infested plants in the field",Chlorpyriphos 20 EC @ 500 ml/ac
Rice crops,30,0.7,1,0.2,0.35,6,7,"Greenhorned Caterpillar, Melanitis leda ismene","Attract biological control agents, Handpick and destroy egg masses, larvae, infested plants in the field",Chlorpyriphos 20 EC @ 500 ml/ac
Rice crops,20,0.5,0.9,0.11,0.3,4,7,"Greenhorned Caterpillar, Mycalesis sp.","Attract biological control agents, Handpick and destroy egg masses, larvae, infested plants in the field",Chlorpyriphos 20 EC @ 500 ml/ac
Rice crops,21,0.5,0.9,0.11,0.3,4,7,"Greenhorned Caterpillar, Mycalesis sp.","Attract biological control agents, Handpick and destroy egg masses, larvae, infested plants in the field",Chlorpyriphos 20 EC @ 500 ml/ac
Rice crops,22,0.5,0.9,0.11,0.3,4,7,"Greenhorned Caterpillar, Mycalesis sp.","Attract biological control agents, Handpick and destroy egg masses, larvae, infested plants in the field",Chlorpyriphos 20 EC @ 500 ml/ac
Rice crops,23,0.5,0.9,0.11,0.3,4,7,"Greenhorned Caterpillar, Mycalesis sp.","Attract biological control agents, Handpick and destroy egg masses, larvae, infested plants in the field",Chlorpyriphos 20 EC @ 500 ml/ac
Rice crops,24,0.5,0.9,0.11,0.3,4,7,"Greenhorned Caterpillar, Mycalesis sp.","Attract biological control agents, Handpick and destroy egg masses, larvae, infested plants in the field",Chlorpyriphos 20 EC @ 500 ml/ac
Rice crops,25,0.5,0.9,0.11,0.3,4,7,"Greenhorned Caterpillar, Mycalesis sp.","Attract biological control agents, Handpick and destroy egg masses, larvae, infested plants in the field",Chlorpyriphos 20 EC @ 500 ml/ac
Rice crops,26,0.5,0.9,0.11,0.3,4,7,"Greenhorned Caterpillar, Mycalesis sp.","Attract biological control agents, Handpick and destroy egg masses, larvae, infested plants in the field",Chlorpyriphos 20 EC @ 500 ml/ac
Rice crops,27,0.5,0.9,0.11,0.3,4,7,"Greenhorned Caterpillar, Mycalesis sp.","Attract biological control agents, Handpick and destroy egg masses, larvae, infested plants in the field",Chlorpyriphos 20 EC @ 500 ml/ac
Rice crops,28,0.5,0.9,0.11,0.3,4,7,"Greenhorned Caterpillar, Mycalesis sp.","Attract biological control agents, Handpick and destroy egg masses, larvae, infested plants in the field",Chlorpyriphos 20 EC @ 500 ml/ac
Rice crops,29,0.5,0.9,0.11,0.3,4,7,"Greenhorned Caterpillar, Mycalesis sp.","Attract biological control agents, Handpick and destroy egg masses, larvae, infested plants in the field",Chlorpyriphos 20 EC @ 500 ml/ac
Rice crops,30,0.5,0.9,0.11,0.3,4,7,"Greenhorned Caterpillar, Mycalesis sp.","Attract biological control agents, Handpick and destroy egg masses, larvae, infested plants in the field",Chlorpyriphos 20 EC @ 500 ml/ac
Rice crops,21,0.37,0.91,0.15,0.35,6,7,"Zigzag leafhopper, Recilia dorsalis","Regulated by parasites and predators, with mymarid wasps and mirid bugs preying on eggs, dryinid wasps and pipunculid flies parasitizing adults and nymphs, and spiders eating adults.","Buprofezin, Isoprocarb, Dinotefuran, Pymetrozine, and Ethofenprox"
Rice crops,22,0.37,0.91,0.15,0.35,6,7,"Zigzag leafhopper, Recilia dorsalis","Regulated by parasites and predators, with mymarid wasps and mirid bugs preying on eggs, dryinid wasps and pipunculid flies parasitizing adults and nymphs, and spiders eating adults.","Buprofezin, Isoprocarb, Dinotefuran, Pymetrozine, and Ethofenprox"
Rice crops,23,0.37,0.91,0.15,0.35,6,7,"Zigzag leafhopper, Recilia dorsalis","Regulated by parasites and predators, with mymarid wasps and mirid bugs preying on eggs, dryinid wasps and pipunculid flies parasitizing adults and nymphs, and spiders eating adults.","Buprofezin, Isoprocarb, Dinotefuran, Pymetrozine, and Ethofenprox"
Rice crops,24,0.37,0.91,0.15,0.35,6,7,"Zigzag leafhopper, Recilia dorsalis","Regulated by parasites and predators, with mymarid wasps and mirid bugs preying on eggs, dryinid wasps and pipunculid flies parasitizing adults and nymphs, and spiders eating adults.","Buprofezin, Isoprocarb, Dinotefuran, Pymetrozine, and Ethofenprox"
Rice crops,25,0.37,0.91,0.15,0.35,6,7,"Zigzag leafhopper, Recilia dorsalis","Regulated by parasites and predators, with mymarid wasps and mirid bugs preying on eggs, dryinid wasps and pipunculid flies parasitizing adults and nymphs, and spiders eating adults.","Buprofezin, Isoprocarb, Dinotefuran, Pymetrozine, and Ethofenprox"
Rice crops,26,0.37,0.91,0.15,0.35,6,7,"Zigzag leafhopper, Recilia dorsalis","Regulated by parasites and predators, with mymarid wasps and mirid bugs preying on eggs, dryinid wasps and pipunculid flies parasitizing adults and nymphs, and spiders eating adults.","Buprofezin, Isoprocarb, Dinotefuran, Pymetrozine, and Ethofenprox"
Rice crops,27,0.37,0.91,0.15,0.35,6,7,"Zigzag leafhopper, Recilia dorsalis","Regulated by parasites and predators, with mymarid wasps and mirid bugs preying on eggs, dryinid wasps and pipunculid flies parasitizing adults and nymphs, and spiders eating adults.","Buprofezin, Isoprocarb, Dinotefuran, Pymetrozine, and Ethofenprox"
Rice crops,28,0.37,0.91,0.15,0.35,6,7,"Zigzag leafhopper, Recilia dorsalis","Regulated by parasites and predators, with mymarid wasps and mirid bugs preying on eggs, dryinid wasps and pipunculid flies parasitizing adults and nymphs, and spiders eating adults.","Buprofezin, Isoprocarb, Dinotefuran, Pymetrozine, and Ethofenprox"
Rice crops,29,0.37,0.91,0.15,0.35,6,7,"Zigzag leafhopper, Recilia dorsalis","Regulated by parasites and predators, with mymarid wasps and mirid bugs preying on eggs, dryinid wasps and pipunculid flies parasitizing adults and nymphs, and spiders eating adults.","Buprofezin, Isoprocarb, Dinotefuran, Pymetrozine, and Ethofenprox"
Rice crops,30,0.37,0.91,0.15,0.35,6,7,"Zigzag leafhopper, Recilia dorsalis","Regulated by parasites and predators, with mymarid wasps and mirid bugs preying on eggs, dryinid wasps and pipunculid flies parasitizing adults and nymphs, and spiders eating adults.","Buprofezin, Isoprocarb, Dinotefuran, Pymetrozine, and Ethofenprox"
Rice crops,25,0.6,0.85,0.11,0.19,5,8,"Rice Skipper, Pelopidas mathias","Using resistant varieties, early and dense sowing, regular monitoring, manual larva removal, promoting natural predators, and maintaining proper fertilization.",Bacillus thuringiensis
Rice crops,26,0.6,0.85,0.11,0.19,5,8,"Rice Skipper, Pelopidas mathias","Using resistant varieties, early and dense sowing, regular monitoring, manual larva removal, promoting natural predators, and maintaining proper fertilization.",Bacillus thuringiensis
Rice crops,27,0.6,0.85,0.11,0.19,5,8,"Rice Skipper, Pelopidas mathias","Using resistant varieties, early and dense sowing, regular monitoring, manual larva removal, promoting natural predators, and maintaining proper fertilization.",Bacillus thuringiensis
Rice crops,28,0.6,0.85,0.11,0.19,5,8,"Rice Skipper, Pelopidas mathias","Using resistant varieties, early and dense sowing, regular monitoring, manual larva removal, promoting natural predators, and maintaining proper fertilization.",Bacillus thuringiensis
Rice crops,29,0.6,0.85,0.11,0.19,5,8,"Rice Skipper, Pelopidas mathias","Using resistant varieties, early and dense sowing, regular monitoring, manual larva removal, promoting natural predators, and maintaining proper fertilization.",Bacillus thuringiensis
Rice crops,30,0.6,0.85,0.11,0.19,5,8,"Rice Skipper, Pelopidas mathias","Using resistant varieties, early and dense sowing, regular monitoring, manual larva removal, promoting natural predators, and maintaining proper fertilization.",Bacillus thuringiensis
Rice crops,26,0.61,0.83,0.19,0.29,4.5,7.5,"Rice Skipper, Parnara guttata","Using resistant varieties, early and dense sowing, regular monitoring, manual larva removal, promoting natural predators, and maintaining proper fertilization.",Bacillus thuringiensis
Rice crops,27,0.61,0.83,0.19,0.29,4.5,7.5,"Rice Skipper, Parnara guttata","Using resistant varieties, early and dense sowing, regular monitoring, manual larva removal, promoting natural predators, and maintaining proper fertilization.",Bacillus thuringiensis
Rice crops,28,0.61,0.83,0.19,0.29,4.5,7.5,"Rice Skipper, Parnara guttata","Using resistant varieties, early and dense sowing, regular monitoring, manual larva removal, promoting natural predators, and maintaining proper fertilization.",Bacillus thuringiensis
Rice crops,29,0.61,0.83,0.19,0.29,4.5,7.5,"Rice Skipper, Parnara guttata","Using resistant varieties, early and dense sowing, regular monitoring, manual larva removal, promoting natural predators, and maintaining proper fertilization.",Bacillus thuringiensis
Rice crops,26,0.61,0.83,0.19,0.29,4.5,7.5,"Rice Skipper, Parnara guttata","Using resistant varieties, early and dense sowing, regular monitoring, manual larva removal, promoting natural predators, and maintaining proper fertilization.",Bacillus thuringiensis
Rice crops,27,0.61,0.83,0.19,0.29,4.5,7.5,"Rice Skipper, Parnara guttata","Using resistant varieties, early and dense sowing, regular monitoring, manual larva removal, promoting natural predators, and maintaining proper fertilization.",Bacillus thuringiensis
Rice crops,28,0.61,0.83,0.19,0.29,4.5,7.5,"Rice Skipper, Parnara guttata","Using resistant varieties, early and dense sowing, regular monitoring, manual larva removal, promoting natural predators, and maintaining proper fertilization.",Bacillus thuringiensis
Rice crops,29,0.61,0.83,0.19,0.29,4.5,7.5,"Rice Skipper, Parnara guttata","Using resistant varieties, early and dense sowing, regular monitoring, manual larva removal, promoting natural predators, and maintaining proper fertilization.",Bacillus thuringiensis
Rice crops,30,0.61,0.83,0.19,0.29,4.5,7.5,"Rice Skipper, Parnara guttata","Using resistant varieties, early and dense sowing, regular monitoring, manual larva removal, promoting natural predators, and maintaining proper fertilization.",Bacillus thuringiensis
Rice crops,31,0.61,0.83,0.19,0.29,4.5,7.5,"Rice Skipper, Parnara guttata","Using resistant varieties, early and dense sowing, regular monitoring, manual larva removal, promoting natural predators, and maintaining proper fertilization.",Bacillus thuringiensis
Rice crops,32,0.61,0.83,0.19,0.29,4.5,7.5,"Rice Skipper, Parnara guttata","Using resistant varieties, early and dense sowing, regular monitoring, manual larva removal, promoting natural predators, and maintaining proper fertilization.",Bacillus thuringiensis
Rice crops,33,0.61,0.83,0.19,0.29,4.5,7.5,"Rice Skipper, Parnara guttata","Using resistant varieties, early and dense sowing, regular monitoring, manual larva removal, promoting natural predators, and maintaining proper fertilization.",Bacillus thuringiensis
Rice crops,34,0.61,0.83,0.19,0.29,4.5,7.5,"Rice Skipper, Parnara guttata","Using resistant varieties, early and dense sowing, regular monitoring, manual larva removal, promoting natural predators, and maintaining proper fertilization.",Bacillus thuringiensis
Rice crops,24,0.6,0.8,0.11,0.27,5,8.5,"Rice thrips, Stenchaetothrips biformis","Use resistant varieties, flood to sumberge the infested field for two days, and encourage biological control agents.",Dinotefuran 1L/ha in the morning/evening
Rice crops,25,0.6,0.8,0.11,0.27,5,8.5,"Rice thrips, Stenchaetothrips biformis","Use resistant varieties, flood to sumberge the infested field for two days, and encourage biological control agents.",Dinotefuran 1L/ha in the morning/evening
Rice crops,26,0.6,0.8,0.11,0.27,5,8.5,"Rice thrips, Stenchaetothrips biformis","Use resistant varieties, flood to sumberge the infested field for two days, and encourage biological control agents.",Dinotefuran 1L/ha in the morning/evening
Rice crops,27,0.6,0.8,0.11,0.27,5,8.5,"Rice thrips, Stenchaetothrips biformis","Use resistant varieties, flood to sumberge the infested field for two days, and encourage biological control agents.",Dinotefuran 1L/ha in the morning/evening
Rice crops,28,0.6,0.8,0.11,0.27,5,8.5,"Rice thrips, Stenchaetothrips biformis","Use resistant varieties, flood to sumberge the infested field for two days, and encourage biological control agents.",Dinotefuran 1L/ha in the morning/evening
Rice crops,10,0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Chlorpyriphos 20 EC @ 500 ml/ac
Rice crops,11,0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Chlorpyriphos 20 EC @ 500 ml/ac
Rice crops,12,0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Chlorpyriphos 20 EC @ 500 ml/ac
Rice crops,13,0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Chlorpyriphos 20 EC @ 500 ml/ac
Rice crops,14,0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Chlorpyriphos 20 EC @ 500 ml/ac
Rice crops,15,0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Chlorpyriphos 20 EC @ 500 ml/ac
Rice crops,16,0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Chlorpyriphos 20 EC @ 500 ml/ac
Rice crops,17,0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Chlorpyriphos 20 EC @ 500 ml/ac
Rice crops,18,0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Chlorpyriphos 20 EC @ 500 ml/ac
Rice crops,19,0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Chlorpyriphos 20 EC @ 500 ml/ac
Rice crops,20,0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Chlorpyriphos 20 EC @ 500 ml/ac
Rice crops,15,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Cypermethrin @ 1ml/1L water
Rice crops,16,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Cypermethrin @ 1ml/1L water
Rice crops,17,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Cypermethrin @ 1ml/1L water
Rice crops,18,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Cypermethrin @ 1ml/1L water
Rice crops,19,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Cypermethrin @ 1ml/1L water
Rice crops,20,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Cypermethrin @ 1ml/1L water
Rice crops,21,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Cypermethrin @ 1ml/1L water
Rice crops,22,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Cypermethrin @ 1ml/1L water
Rice crops,23,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Cypermethrin @ 1ml/1L water
Rice crops,24,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Cypermethrin @ 1ml/1L water
Rice crops,25,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Cypermethrin @ 1ml/1L water
Rice crops,26,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Cypermethrin @ 1ml/1L water
Rice crops,27,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Cypermethrin @ 1ml/1L water
Rice crops,28,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Cypermethrin @ 1ml/1L water
Rice crops,29,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Cypermethrin @ 1ml/1L water
Rice crops,30,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar,"Establish seedbeds far from large areas of weeds, plow fallow land, and clean the field and remove weeds.",Cypermethrin @ 1ml/1L water
Rice crops,30,0.49,0.71,0.2,0.27,6,7,"Mealybug, Brevennia rehi","Keep the field free from weeds and crop residues, apply sticky bands on the main stem, and burn infested trees immediately.",Buprofezin 25 SC @ 200 ml/ac (or) Thiamethoxam 20 WDG @ 100g/ac (or) Dimethoate 30 EC 400 ml/ac
Rice crops,31,0.49,0.71,0.2,0.27,6,7,"Mealybug, Brevennia rehi","Keep the field free from weeds and crop residues, apply sticky bands on the main stem, and burn infested trees immediately.",Buprofezin 25 SC @ 200 ml/ac (or) Thiamethoxam 20 WDG @ 100g/ac (or) Dimethoate 30 EC 400 ml/ac
Rice crops,32,0.49,0.71,0.2,0.27,6,7,"Mealybug, Brevennia rehi","Keep the field free from weeds and crop residues, apply sticky bands on the main stem, and burn infested trees immediately.",Buprofezin 25 SC @ 200 ml/ac (or) Thiamethoxam 20 WDG @ 100g/ac (or) Dimethoate 30 EC 400 ml/ac
Rice crops,33,0.49,0.71,0.2,0.27,6,7,"Mealybug, Brevennia rehi","Keep the field free from weeds and crop residues, apply sticky bands on the main stem, and burn infested trees immediately.",Buprofezin 25 SC @ 200 ml/ac (or) Thiamethoxam 20 WDG @ 100g/ac (or) Dimethoate 30 EC 400 ml/ac
Rice crops,34,0.49,0.71,0.2,0.27,6,7,"Mealybug, Brevennia rehi","Keep the field free from weeds and crop residues, apply sticky bands on the main stem, and burn infested trees immediately.",Buprofezin 25 SC @ 200 ml/ac (or) Thiamethoxam 20 WDG @ 100g/ac (or) Dimethoate 30 EC 400 ml/ac
Rice crops,35,0.49,0.71,0.2,0.27,6,7,"Mealybug, Brevennia rehi","Keep the field free from weeds and crop residues, apply sticky bands on the main stem, and burn infested trees immediately.",Buprofezin 25 SC @ 200 ml/ac (or) Thiamethoxam 20 WDG @ 100g/ac (or) Dimethoate 30 EC 400 ml/ac
Rice crops,17,0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis","Use resistant varieties, flood rice fields for 3-4 days, and maintain standing water.","bifenthrin, carbaryl, deltamethrin, gamma-cyhalothrin, imidacloprid+cyfluthrin, lambda-cyhalothrin, permethrin"
Rice crops,18,0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis","Use resistant varieties, flood rice fields for 3-4 days, and maintain standing water.","bifenthrin, carbaryl, deltamethrin, gamma-cyhalothrin, imidacloprid+cyfluthrin, lambda-cyhalothrin, permethrin"
Rice crops,19,0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis","Use resistant varieties, flood rice fields for 3-4 days, and maintain standing water.","bifenthrin, carbaryl, deltamethrin, gamma-cyhalothrin, imidacloprid+cyfluthrin, lambda-cyhalothrin, permethrin"
Rice crops,20,0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis","Use resistant varieties, flood rice fields for 3-4 days, and maintain standing water.","bifenthrin, carbaryl, deltamethrin, gamma-cyhalothrin, imidacloprid+cyfluthrin, lambda-cyhalothrin, permethrin"
Rice crops,21,0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis","Use resistant varieties, flood rice fields for 3-4 days, and maintain standing water.","bifenthrin, carbaryl, deltamethrin, gamma-cyhalothrin, imidacloprid+cyfluthrin, lambda-cyhalothrin, permethrin"
Rice crops,22,0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis","Use resistant varieties, flood rice fields for 3-4 days, and maintain standing water.","bifenthrin, carbaryl, deltamethrin, gamma-cyhalothrin, imidacloprid+cyfluthrin, lambda-cyhalothrin, permethrin"
Rice crops,23,0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis","Use resistant varieties, flood rice fields for 3-4 days, and maintain standing water.","bifenthrin, carbaryl, deltamethrin, gamma-cyhalothrin, imidacloprid+cyfluthrin, lambda-cyhalothrin, permethrin"
Rice crops,24,0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis","Use resistant varieties, flood rice fields for 3-4 days, and maintain standing water.","bifenthrin, carbaryl, deltamethrin, gamma-cyhalothrin, imidacloprid+cyfluthrin, lambda-cyhalothrin, permethrin"
Rice crops,25,0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis","Use resistant varieties, flood rice fields for 3-4 days, and maintain standing water.","bifenthrin, carbaryl, deltamethrin, gamma-cyhalothrin, imidacloprid+cyfluthrin, lambda-cyhalothrin, permethrin"
Rice crops,26,0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis","Use resistant varieties, flood rice fields for 3-4 days, and maintain standing water.","bifenthrin, carbaryl, deltamethrin, gamma-cyhalothrin, imidacloprid+cyfluthrin, lambda-cyhalothrin, permethrin"
Rice crops,27,0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis","Use resistant varieties, flood rice fields for 3-4 days, and maintain standing water.","bifenthrin, carbaryl, deltamethrin, gamma-cyhalothrin, imidacloprid+cyfluthrin, lambda-cyhalothrin, permethrin"
Rice crops,28,0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis","Use resistant varieties, flood rice fields for 3-4 days, and maintain standing water.","bifenthrin, carbaryl, deltamethrin, gamma-cyhalothrin, imidacloprid+cyfluthrin, lambda-cyhalothrin, permethrin"
Rice crops,29,0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis","Use resistant varieties, flood rice fields for 3-4 days, and maintain standing water.","bifenthrin, carbaryl, deltamethrin, gamma-cyhalothrin, imidacloprid+cyfluthrin, lambda-cyhalothrin, permethrin"
Rice crops,25,0.2,0.8,0.1,1,4.72,6.24,"Ant, Solenopsis geminata","Increase seeding rate, allow natural enemies such as birds, and compost tea and benificial nematodes.",Hydramethylnon
Rice crops,26,0.2,0.8,0.1,1,4.72,6.24,"Ant, Solenopsis geminata","Increase seeding rate, allow natural enemies such as birds, and compost tea and benificial nematodes.",Hydramethylnon
Rice crops,27,0.2,0.8,0.1,1,4.72,6.24,"Ant, Solenopsis geminata","Increase seeding rate, allow natural enemies such as birds, and compost tea and benificial nematodes.",Hydramethylnon
Rice crops,28,0.2,0.8,0.1,1,4.72,6.24,"Ant, Solenopsis geminata","Increase seeding rate, allow natural enemies such as birds, and compost tea and benificial nematodes.",Hydramethylnon
Rice crops,29,0.2,0.8,0.1,1,4.72,6.24,"Ant, Solenopsis geminata","Increase seeding rate, allow natural enemies such as birds, and compost tea and benificial nematodes.",Hydramethylnon
Rice crops,30,0.2,0.8,0.1,1,4.72,6.24,"Ant, Solenopsis geminata","Increase seeding rate, allow natural enemies such as birds, and compost tea and benificial nematodes.",Hydramethylnon
Rice crops,31,0.2,0.8,0.1,1,4.72,6.24,"Ant, Solenopsis geminata","Increase seeding rate, allow natural enemies such as birds, and compost tea and benificial nematodes.",Hydramethylnon
Rice crops,32,0.2,0.8,0.1,1,4.72,6.24,"Ant, Solenopsis geminata","Increase seeding rate, allow natural enemies such as birds, and compost tea and benificial nematodes.",Hydramethylnon
Rice crops,33,0.2,0.8,0.1,1,4.72,6.24,"Ant, Solenopsis geminata","Increase seeding rate, allow natural enemies such as birds, and compost tea and benificial nematodes.",Hydramethylnon
Rice crops,25,0.87,0.93,0.2,0.65,6,7,"Green Semilooper, Naranga aenescens","Ensure that the crop is well weeded, properly fertilized, and adequately irrigated, and attract biological control agents.",Bacillus thuringeniesis
